"display_id","pseudo_sql","sql"
D0022,"{""triggers"": ""QUERY COUNT(*)\nFROM DATA\nWHERE #{account} is {source} AND #{d.entity_type} = {Business} AND #{d.acct_id} not in {s.related_parties} AND #{amount} >= {10000}""}","{""triggers"": ""SELECT COUNT(*) \nFROM cust_trans_info d\n    JOIN transactions t\n    ON d.trans_id = t.id\n    AND d.trans_acct_type = 'Destination'\n    JOIN cust_trans_info s\n    ON s.trans_id = t.id\n    AND s.trans_acct_type = 'Source'\n    WHERE (COALESCE(t.env, 0) = %(env_var)d AND COALESCE(d.env, 0) = %(env_var)d AND COALESCE(s.env, 0) = %(env_var)d) AND t.id = %(trans_id)s AND\nt.tenant_id = %(tenant_id)s AND\nt.trans_date = %(trans_date)s AND (\n    s.tenant_id = %(tenant_id)s AND s.acct_id = %(acct_id)s AND s.trans_date = %(trans_date)s AND d.entity_type = 'Business' AND NOT has(s.related_parties, d.acct_id) AND t.amount >= '10000'\n);""}"
D0023,"{""result"": ""Q1_count >= 5 OR Q1_sum >= 5000"", ""queries"": [{""pseudo_query"": ""QUERY COUNT({amount}), SUM({amount})\nFROM DATA\nPAST 30 day FROM transaction date\nWHERE #{account} is {source} AND #{d.business_type} = {AuctionHighRisk, AuctionLuxury, AuctionGeneral, AuctionMetal} AND #{trans_type} = {Transfer, Payment, AssetPurchase}"", ""variable_name"": ""Q1_count, Q1_sum""}], ""triggers"": ""#{account} is {source} AND #{d.business_type} = {AuctionHighRisk, AuctionLuxury, AuctionGeneral, AuctionMetal} AND #{trans_type} = {Transfer, Payment, AssetPurchase}""}","{""result"": ""Q1_count >= 5 or Q1_sum >= 5000"", ""queries"": [{""variable_name"": ""Q1_count, Q1_sum"", ""sql_placeholder"": ""SELECT COUNT(t.amount) as Count, SUM(t.amount) as Sum \n    FROM cust_trans_info d\n        JOIN transactions t\n        ON d.trans_id = t.id\n        AND d.trans_acct_type = 'Destination'\n        JOIN cust_trans_info s\n        ON s.trans_id = t.id\n        AND s.trans_acct_type = 'Source'\n    WHERE \n    COALESCE(t.env, 0) = %(env_var)d AND\n    t.tenant_id = %(tenant_id)s AND (\n    s.tenant_id = %(tenant_id)s AND s.acct_id = %(acct_id)s AND COALESCE(s.env, 0) = %(env_var)d AND COALESCE(d.env, 0) = %(env_var)d AND d.business_type in ('AuctionHighRisk', 'AuctionLuxury', 'AuctionGeneral', 'AuctionMetal') AND t.trans_type in ('Transfer', 'Payment', 'AssetPurchase') AND\n    d.trans_date >= date_sub(day, 30, toDateTime(%(trans_date)s)) AND\n        d.trans_date <= toDateTime(%(trans_date)s) AND \n        s.trans_date >= date_sub(day, 30, toDateTime(%(trans_date)s)) AND \n        s.trans_date <= toDateTime(%(trans_date)s) AND\n        t.trans_date >= date_sub(day, 30, toDateTime(%(trans_date)s)) AND \n        t.trans_date <= toDateTime(%(trans_date)s)\n);"", ""template_number"": 2}], ""triggers"": ""SELECT COUNT(*) \nFROM cust_trans_info d\n    JOIN transactions t\n    ON d.trans_id = t.id\n    AND d.trans_acct_type = 'Destination'\n    JOIN cust_trans_info s\n    ON s.trans_id = t.id\n    AND s.trans_acct_type = 'Source'\n    WHERE (COALESCE(t.env, 0) = %(env_var)d AND COALESCE(d.env, 0) = %(env_var)d AND COALESCE(s.env, 0) = %(env_var)d) AND t.id = %(trans_id)s AND\nt.tenant_id = %(tenant_id)s AND\nt.trans_date = %(trans_date)s AND (\n    s.tenant_id = %(tenant_id)s AND s.acct_id = %(acct_id)s AND s.trans_date = %(trans_date)s AND d.business_type in ('AuctionHighRisk', 'AuctionLuxury', 'AuctionGeneral', 'AuctionMetal') AND t.trans_type in ('Transfer', 'Payment', 'AssetPurchase')\n);""}"
D0024,"{""triggers"": ""QUERY COUNT(*)\nFROM DATA\nWHERE #{trans_ip} in {ip_blacklist}""}","{""triggers"": ""SELECT COUNT(*) \nFROM cust_trans_info a\n    JOIN transactions t \n    ON t.id = a.trans_id \nWHERE (COALESCE(t.env, 0) = %(env_var)d AND COALESCE(a.env, 0) = %(env_var)d) AND t.id = %(trans_id)s AND\na.tenant_id = %(tenant_id)s AND\nt.tenant_id = %(tenant_id)s AND\na.acct_id = %(acct_id)s AND\na.trans_date = %(trans_date)s AND (\n    a.trans_ip  in  (SELECT c.value FROM ref_list_items c JOIN ref_list r ON c.reference_id = r.id WHERE c.tenant_id = %(tenant_id)s AND c.risk_level = '' AND r.name = 'ip_blacklist')\n);""}"
D0025,"{""triggers"": ""QUERY COUNT(*)\nFROM DATA\nWHERE #{trans_ip} != { } AND #{acct_open_ip} != { } AND #{trans_ip} != {acct_open_ip}""}","{""triggers"": ""SELECT COUNT(*) \nFROM cust_trans_info a\n    JOIN transactions t \n    ON t.id = a.trans_id \nWHERE (COALESCE(t.env, 0) = %(env_var)d AND COALESCE(a.env, 0) = %(env_var)d) AND t.id = %(trans_id)s AND\na.tenant_id = %(tenant_id)s AND\nt.tenant_id = %(tenant_id)s AND\na.acct_id = %(acct_id)s AND\na.trans_date = %(trans_date)s AND (\n    a.trans_ip is not null AND a.acct_open_ip is not null AND a.trans_ip != a.acct_open_ip\n);""}"
D0026,"{""result"": ""Q1_sum >= 10000 AND ((Q1_sum - Q2_sum)/Q2_sum)*100 >= 200"", ""queries"": [{""pseudo_query"": ""QUERY SUM({amount})\nFROM DATA\nPAST 1 day FROM transaction date\n"", ""variable_name"": ""Q1_sum""}, {""pseudo_query"": ""QUERY SUM({amount})\nFROM DATA\nPAST 30 day FROM 1 day before transaction date\n"", ""variable_name"": ""Q2_sum""}], ""triggers"": """"}","{""result"": ""Q1_sum >= 10000 and ((Q1_sum - Q2_sum)/Q2_sum)*100 >= 200"", ""queries"": [{""variable_name"": ""Q1_sum"", ""sql_placeholder"": ""SELECT SUM(t.amount) as Sum \nFROM \n    cust_trans_info a\n    JOIN transactions t ON a.trans_id = t.id \nWHERE \n    (COALESCE(t.env, 0) = %(env_var)d AND COALESCE(a.env, 0) = %(env_var)d) AND\n    a.tenant_id = %(tenant_id)s AND\n    t.tenant_id = %(tenant_id)s AND\n    a.acct_id = %(acct_id)s AND (\n \n    a.trans_date >= date_sub(day, 1, toDateTime(%(trans_date)s)) AND\n            a.trans_date <= toDateTime(%(trans_date)s) AND \n            t.trans_date >= date_sub(day, 1, toDateTime(%(trans_date)s)) AND \n            t.trans_date <= toDateTime(%(trans_date)s)\n);"", ""template_number"": 1}, {""variable_name"": ""Q2_sum"", ""sql_placeholder"": ""SELECT SUM(t.amount) as Sum \nFROM \n    cust_trans_info a\n    JOIN transactions t ON a.trans_id = t.id \nWHERE \n    (COALESCE(t.env, 0) = %(env_var)d AND COALESCE(a.env, 0) = %(env_var)d) AND\n    a.tenant_id = %(tenant_id)s AND\n    t.tenant_id = %(tenant_id)s AND\n    a.acct_id = %(acct_id)s AND (\n \n    a.trans_date >= date_sub(day, 30, date_sub(day ,1 ,toDateTime(%(trans_date)s))) AND\n            a.trans_date <= date_sub(day, 1, toDateTime(%(trans_date)s)) AND\n            t.trans_date >= date_sub(day, 30, date_sub(day ,1 ,toDateTime(%(trans_date)s))) AND\n            t.trans_date <= date_sub(day, 1, toDateTime(%(trans_date)s))\n);"", ""template_number"": 1}], ""triggers"": """"}"
D0035,"{""triggers"": ""QUERY COUNT(*)\nFROM DATA\nWHERE #{account} is {dest} AND #{d.acct_type} = {LoanAcct} AND #{s.reference} != {d.reference} AND #{amount} >= {50000}""}","{""triggers"": ""SELECT COUNT(*) \nFROM cust_trans_info d\n    JOIN transactions t\n    ON d.trans_id = t.id\n    AND d.trans_acct_type = 'Destination'\n    JOIN cust_trans_info s\n    ON s.trans_id = t.id\n    AND s.trans_acct_type = 'Source'\n    WHERE (COALESCE(t.env, 0) = %(env_var)d AND COALESCE(d.env, 0) = %(env_var)d AND COALESCE(s.env, 0) = %(env_var)d) AND t.id = %(trans_id)s AND\nt.tenant_id = %(tenant_id)s AND\nt.trans_date = %(trans_date)s AND (\n    d.tenant_id = %(tenant_id)s AND d.acct_id = %(acct_id)s AND d.trans_date = %(trans_date)s AND d.acct_type = 'LoanAcct' AND s.reference != d.reference AND t.amount >= '50000'\n);""}"
D0027,"{""result"": ""Q1_sum >= 10000"", ""queries"": [{""pseudo_query"": ""QUERY SUM({amount})\nFROM DATA\nPAST 30 day FROM transaction date\nWHERE #{account} is {source} AND #{empl_status} = {Unemployed, SelfEmployed} AND #{trans_type} = {AssetPurchase} AND #{asset_type} = {PreciousMetal , Artwork, Jewelry, PreciousStones}"", ""variable_name"": ""Q1_sum""}], ""triggers"": ""#{account} is {source} AND #{empl_status} = {Unemployed, SelfEmployed} AND #{trans_type} = {AssetPurchase} AND #{asset_type} = {PreciousMetal , Artwork, Jewelry, PreciousStones}""}","{""result"": ""Q1_sum >= 10000"", ""queries"": [{""variable_name"": ""Q1_sum"", ""sql_placeholder"": ""SELECT SUM(t.amount) as Sum \nFROM \n    cust_trans_info a\n    JOIN transactions t ON a.trans_id = t.id \nWHERE \n    (COALESCE(t.env, 0) = %(env_var)d AND COALESCE(a.env, 0) = %(env_var)d) AND\n    a.tenant_id = %(tenant_id)s AND\n    t.tenant_id = %(tenant_id)s AND\n    a.acct_id = %(acct_id)s AND (\n    a.trans_acct_type = 'Source' AND a.empl_status in ('Unemployed', 'SelfEmployed') AND t.trans_type = 'AssetPurchase' AND t.asset_type in ('PreciousMetal', 'Artwork', 'Jewelry', 'PreciousStones') AND\n    a.trans_date >= date_sub(day, 30, toDateTime(%(trans_date)s)) AND\n            a.trans_date <= toDateTime(%(trans_date)s) AND \n            t.trans_date >= date_sub(day, 30, toDateTime(%(trans_date)s)) AND \n            t.trans_date <= toDateTime(%(trans_date)s)\n);"", ""template_number"": 1}], ""triggers"": ""SELECT COUNT(*) \nFROM cust_trans_info a\n    JOIN transactions t \n    ON t.id = a.trans_id \nWHERE (COALESCE(t.env, 0) = %(env_var)d AND COALESCE(a.env, 0) = %(env_var)d) AND t.id = %(trans_id)s AND\na.tenant_id = %(tenant_id)s AND\nt.tenant_id = %(tenant_id)s AND\na.acct_id = %(acct_id)s AND\na.trans_date = %(trans_date)s AND (\n    a.trans_acct_type = 'Source' AND a.empl_status in ('Unemployed', 'SelfEmployed') AND t.trans_type = 'AssetPurchase' AND t.asset_type in ('PreciousMetal', 'Artwork', 'Jewelry', 'PreciousStones')\n);""}"
D0028,"{""result"": ""Q1_count >= 3 AND Q1_sum >= 50000"", ""queries"": [{""pseudo_query"": ""QUERY COUNT({amount}), SUM({amount})\nFROM DATA\nPAST 1 day FROM transaction date\nWHERE #{account} is {source} AND #{trans_type} = {Transfer}"", ""variable_name"": ""Q1_count, Q1_sum""}], ""triggers"": ""#{account} is {source} AND #{trans_type} = {Transfer}""}","{""result"": ""Q1_count >= 3 and Q1_sum >= 50000"", ""queries"": [{""variable_name"": ""Q1_count, Q1_sum"", ""sql_placeholder"": ""SELECT COUNT(t.amount) as Count, SUM(t.amount) as Sum \nFROM \n    cust_trans_info a\n    JOIN transactions t ON a.trans_id = t.id \nWHERE \n    (COALESCE(t.env, 0) = %(env_var)d AND COALESCE(a.env, 0) = %(env_var)d) AND\n    a.tenant_id = %(tenant_id)s AND\n    t.tenant_id = %(tenant_id)s AND\n    a.acct_id = %(acct_id)s AND (\n    a.trans_acct_type = 'Source' AND t.trans_type = 'Transfer' AND\n    a.trans_date >= date_sub(day, 1, toDateTime(%(trans_date)s)) AND\n            a.trans_date <= toDateTime(%(trans_date)s) AND \n            t.trans_date >= date_sub(day, 1, toDateTime(%(trans_date)s)) AND \n            t.trans_date <= toDateTime(%(trans_date)s)\n);"", ""template_number"": 1}], ""triggers"": ""SELECT COUNT(*) \nFROM cust_trans_info a\n    JOIN transactions t \n    ON t.id = a.trans_id \nWHERE (COALESCE(t.env, 0) = %(env_var)d AND COALESCE(a.env, 0) = %(env_var)d) AND t.id = %(trans_id)s AND\na.tenant_id = %(tenant_id)s AND\nt.tenant_id = %(tenant_id)s AND\na.acct_id = %(acct_id)s AND\na.trans_date = %(trans_date)s AND (\n    a.trans_acct_type = 'Source' AND t.trans_type = 'Transfer'\n);""}"
D0029,"{""result"": ""Q1_count >= 3 AND Q1_sum >= 1000 AND (Q2_sum / Q1_sum ) * 100 >= 90"", ""queries"": [{""pseudo_query"": ""QUERY COUNT({amount}), SUM({amount})\nFROM DATA\nPAST 7 day FROM transaction date\nWHERE #{account} is {dest} AND #{trans_type} = {ATMDeposit, Payment, Deposit, Transfer, AssetSale}"", ""variable_name"": ""Q1_count, Q1_sum""}, {""pseudo_query"": ""QUERY SUM({amount})\nFROM DATA\nPAST 7 day FROM transaction date\nWHERE #{account} is {source} AND #{trans_type} = {Withdrawal, Payment, AssetPurchase, Transfer, ATMWithdrawal, LoanRepayment, Bet}"", ""variable_name"": ""Q2_sum""}], ""triggers"": ""#{account} is {source} AND #{trans_type} = {Withdrawal, Payment, AssetPurchase, Transfer, ATMWithdrawal, LoanRepayment, Bet}""}","{""result"": ""Q1_count >= 3 and Q1_sum >= 1000 and (Q2_sum / Q1_sum ) * 100 >= 90"", ""queries"": [{""variable_name"": ""Q1_count, Q1_sum"", ""sql_placeholder"": ""SELECT COUNT(t.amount) as Count, SUM(t.amount) as Sum \nFROM \n    cust_trans_info a\n    JOIN transactions t ON a.trans_id = t.id \nWHERE \n    (COALESCE(t.env, 0) = %(env_var)d AND COALESCE(a.env, 0) = %(env_var)d) AND\n    a.tenant_id = %(tenant_id)s AND\n    t.tenant_id = %(tenant_id)s AND\n    a.acct_id = %(acct_id)s AND (\n    a.trans_acct_type = 'Destination' AND t.trans_type in ('ATMDeposit', 'Payment', 'Deposit', 'Transfer', 'AssetSale') AND\n    a.trans_date >= date_sub(day, 7, toDateTime(%(trans_date)s)) AND\n            a.trans_date <= toDateTime(%(trans_date)s) AND \n            t.trans_date >= date_sub(day, 7, toDateTime(%(trans_date)s)) AND \n            t.trans_date <= toDateTime(%(trans_date)s)\n);"", ""template_number"": 1}, {""variable_name"": ""Q2_sum"", ""sql_placeholder"": ""SELECT SUM(t.amount) as Sum \nFROM \n    cust_trans_info a\n    JOIN transactions t ON a.trans_id = t.id \nWHERE \n    (COALESCE(t.env, 0) = %(env_var)d AND COALESCE(a.env, 0) = %(env_var)d) AND\n    a.tenant_id = %(tenant_id)s AND\n    t.tenant_id = %(tenant_id)s AND\n    a.acct_id = %(acct_id)s AND (\n    a.trans_acct_type = 'Source' AND t.trans_type in ('Withdrawal', 'Payment', 'AssetPurchase', 'Transfer', 'ATMWithdrawal', 'LoanRepayment', 'Bet') AND\n    a.trans_date >= date_sub(day, 7, toDateTime(%(trans_date)s)) AND\n            a.trans_date <= toDateTime(%(trans_date)s) AND \n            t.trans_date >= date_sub(day, 7, toDateTime(%(trans_date)s)) AND \n            t.trans_date <= toDateTime(%(trans_date)s)\n);"", ""template_number"": 1}], ""triggers"": ""SELECT COUNT(*) \nFROM cust_trans_info a\n    JOIN transactions t \n    ON t.id = a.trans_id \nWHERE (COALESCE(t.env, 0) = %(env_var)d AND COALESCE(a.env, 0) = %(env_var)d) AND t.id = %(trans_id)s AND\na.tenant_id = %(tenant_id)s AND\nt.tenant_id = %(tenant_id)s AND\na.acct_id = %(acct_id)s AND\na.trans_date = %(trans_date)s AND (\n    a.trans_acct_type = 'Source' AND t.trans_type in ('Withdrawal', 'Payment', 'AssetPurchase', 'Transfer', 'ATMWithdrawal', 'LoanRepayment', 'Bet')\n);""}"
D0030,"{""result"": ""Q1_count >= 3 AND Q1_sum >= 10000 "", ""queries"": [{""pseudo_query"": ""QUERY COUNT({amount}), SUM({amount})\nFROM DATA\nPAST 7 day FROM transaction date\nWHERE #{trans_type} = {Deposit} AND #{trans_method} = {Cash}"", ""variable_name"": ""Q1_count, Q1_sum""}], ""triggers"": ""#{trans_type} = {Deposit} AND #{trans_method} = {Cash}""}","{""result"": ""Q1_count >= 3 and Q1_sum >= 10000"", ""queries"": [{""variable_name"": ""Q1_count, Q1_sum"", ""sql_placeholder"": ""SELECT COUNT(t.amount) as Count, SUM(t.amount) as Sum \nFROM \n    cust_trans_info a\n    JOIN transactions t ON a.trans_id = t.id \nWHERE \n    (COALESCE(t.env, 0) = %(env_var)d AND COALESCE(a.env, 0) = %(env_var)d) AND\n    a.tenant_id = %(tenant_id)s AND\n    t.tenant_id = %(tenant_id)s AND\n    a.acct_id = %(acct_id)s AND (\n    t.trans_type = 'Deposit' AND t.trans_method = 'Cash' AND\n    a.trans_date >= date_sub(day, 7, toDateTime(%(trans_date)s)) AND\n            a.trans_date <= toDateTime(%(trans_date)s) AND \n            t.trans_date >= date_sub(day, 7, toDateTime(%(trans_date)s)) AND \n            t.trans_date <= toDateTime(%(trans_date)s)\n);"", ""template_number"": 1}], ""triggers"": ""SELECT COUNT(*) \nFROM cust_trans_info a\n    JOIN transactions t \n    ON t.id = a.trans_id \nWHERE (COALESCE(t.env, 0) = %(env_var)d AND COALESCE(a.env, 0) = %(env_var)d) AND t.id = %(trans_id)s AND\na.tenant_id = %(tenant_id)s AND\nt.tenant_id = %(tenant_id)s AND\na.acct_id = %(acct_id)s AND\na.trans_date = %(trans_date)s AND (\n    t.trans_type = 'Deposit' AND t.trans_method = 'Cash'\n);""}"
D0031,"{""result"": ""Q1_count >= 3 AND Q1_sum >= 10000 AND (Q2_sum/Q1_sum)*100 >= 80"", ""queries"": [{""pseudo_query"": ""QUERY COUNT({amount}), SUM({amount})\nFROM DATA\nPAST 7 day FROM transaction date\nWHERE #{trans_type} = {Deposit} AND #{trans_method} = {Cash}"", ""variable_name"": ""Q1_count, Q1_sum""}, {""pseudo_query"": ""QUERY SUM({amount})\nFROM DATA\nPAST 7 day FROM transaction date\nWHERE #{trans_type} = {Withdrawal} AND #{trans_method} = {Cash}"", ""variable_name"": ""Q2_sum""}], ""triggers"": ""#{trans_type} = {Withdrawal} AND #{trans_method} = {Cash}""}","{""result"": ""Q1_count >= 3 and Q1_sum >= 10000 and (Q2_sum/Q1_sum)*100 >= 80"", ""queries"": [{""variable_name"": ""Q1_count, Q1_sum"", ""sql_placeholder"": ""SELECT COUNT(t.amount) as Count, SUM(t.amount) as Sum \nFROM \n    cust_trans_info a\n    JOIN transactions t ON a.trans_id = t.id \nWHERE \n    (COALESCE(t.env, 0) = %(env_var)d AND COALESCE(a.env, 0) = %(env_var)d) AND\n    a.tenant_id = %(tenant_id)s AND\n    t.tenant_id = %(tenant_id)s AND\n    a.acct_id = %(acct_id)s AND (\n    t.trans_type = 'Deposit' AND t.trans_method = 'Cash' AND\n    a.trans_date >= date_sub(day, 7, toDateTime(%(trans_date)s)) AND\n            a.trans_date <= toDateTime(%(trans_date)s) AND \n            t.trans_date >= date_sub(day, 7, toDateTime(%(trans_date)s)) AND \n            t.trans_date <= toDateTime(%(trans_date)s)\n);"", ""template_number"": 1}, {""variable_name"": ""Q2_sum"", ""sql_placeholder"": ""SELECT SUM(t.amount) as Sum \nFROM \n    cust_trans_info a\n    JOIN transactions t ON a.trans_id = t.id \nWHERE \n    (COALESCE(t.env, 0) = %(env_var)d AND COALESCE(a.env, 0) = %(env_var)d) AND\n    a.tenant_id = %(tenant_id)s AND\n    t.tenant_id = %(tenant_id)s AND\n    a.acct_id = %(acct_id)s AND (\n    t.trans_type = 'Withdrawal' AND t.trans_method = 'Cash' AND\n    a.trans_date >= date_sub(day, 7, toDateTime(%(trans_date)s)) AND\n            a.trans_date <= toDateTime(%(trans_date)s) AND \n            t.trans_date >= date_sub(day, 7, toDateTime(%(trans_date)s)) AND \n            t.trans_date <= toDateTime(%(trans_date)s)\n);"", ""template_number"": 1}], ""triggers"": ""SELECT COUNT(*) \nFROM cust_trans_info a\n    JOIN transactions t \n    ON t.id = a.trans_id \nWHERE (COALESCE(t.env, 0) = %(env_var)d AND COALESCE(a.env, 0) = %(env_var)d) AND t.id = %(trans_id)s AND\na.tenant_id = %(tenant_id)s AND\nt.tenant_id = %(tenant_id)s AND\na.acct_id = %(acct_id)s AND\na.trans_date = %(trans_date)s AND (\n    t.trans_type = 'Withdrawal' AND t.trans_method = 'Cash'\n);""}"
D0032,"{""result"": ""Q1_count >= 3 AND Q2_count >= 3 AND Q1_sum + Q2_sum >= 10000"", ""queries"": [{""pseudo_query"": ""QUERY COUNT({amount}), SUM({amount})\nFROM DATA\nPAST 7 day FROM transaction date\nWHERE #{account} is {dest} AND #{trans_type} = {Deposit} AND #{trans_method} = {Cash}"", ""variable_name"": ""Q1_count, Q1_sum""}, {""pseudo_query"": ""QUERY COUNT({amount}), SUM({amount})\nFROM DATA\nPAST 7 day FROM transaction date\nWHERE #{account} is {dest} AND #{trans_type} = {Transfer}"", ""variable_name"": ""Q2_count, Q2_sum""}], ""triggers"": ""#{account} is {dest} AND ((#{trans_type} = {Deposit} AND #{trans_method} = {Cash}) OR (#{trans_type} = {Transfer})) ""}","{""result"": ""Q1_count >= 3 and Q2_count >= 3 and Q1_sum + Q2_sum >= 10000"", ""queries"": [{""variable_name"": ""Q1_count, Q1_sum"", ""sql_placeholder"": ""SELECT COUNT(t.amount) as Count, SUM(t.amount) as Sum \nFROM \n    cust_trans_info a\n    JOIN transactions t ON a.trans_id = t.id \nWHERE \n    (COALESCE(t.env, 0) = %(env_var)d AND COALESCE(a.env, 0) = %(env_var)d) AND\n    a.tenant_id = %(tenant_id)s AND\n    t.tenant_id = %(tenant_id)s AND\n    a.acct_id = %(acct_id)s AND (\n    a.trans_acct_type = 'Destination' AND t.trans_type = 'Deposit' AND t.trans_method = 'Cash' AND\n    a.trans_date >= date_sub(day, 7, toDateTime(%(trans_date)s)) AND\n            a.trans_date <= toDateTime(%(trans_date)s) AND \n            t.trans_date >= date_sub(day, 7, toDateTime(%(trans_date)s)) AND \n            t.trans_date <= toDateTime(%(trans_date)s)\n);"", ""template_number"": 1}, {""variable_name"": ""Q2_count, Q2_sum"", ""sql_placeholder"": ""SELECT COUNT(t.amount) as Count, SUM(t.amount) as Sum \nFROM \n    cust_trans_info a\n    JOIN transactions t ON a.trans_id = t.id \nWHERE \n    (COALESCE(t.env, 0) = %(env_var)d AND COALESCE(a.env, 0) = %(env_var)d) AND\n    a.tenant_id = %(tenant_id)s AND\n    t.tenant_id = %(tenant_id)s AND\n    a.acct_id = %(acct_id)s AND (\n    a.trans_acct_type = 'Destination' AND t.trans_type = 'Transfer' AND\n    a.trans_date >= date_sub(day, 7, toDateTime(%(trans_date)s)) AND\n            a.trans_date <= toDateTime(%(trans_date)s) AND \n            t.trans_date >= date_sub(day, 7, toDateTime(%(trans_date)s)) AND \n            t.trans_date <= toDateTime(%(trans_date)s)\n);"", ""template_number"": 1}], ""triggers"": ""SELECT COUNT(*) \nFROM cust_trans_info a\n    JOIN transactions t \n    ON t.id = a.trans_id \nWHERE (COALESCE(t.env, 0) = %(env_var)d AND COALESCE(a.env, 0) = %(env_var)d) AND t.id = %(trans_id)s AND\na.tenant_id = %(tenant_id)s AND\nt.tenant_id = %(tenant_id)s AND\na.acct_id = %(acct_id)s AND\na.trans_date = %(trans_date)s AND (\n    a.trans_acct_type = 'Destination' AND ( ( t.trans_type = 'Deposit' AND t.trans_method = 'Cash' ) OR ( t.trans_type = 'Transfer' ) )\n);""}"
D0033,"{""result"": ""Q1_count >= 5 AND Q1_sum >= 5000"", ""queries"": [{""pseudo_query"": ""QUERY COUNT({amount}), SUM({amount})\nFROM DATA\nPAST 7 day FROM transaction date\nWHERE #{account} is {source} AND #{trans_type} = {ATMWithdrawal}"", ""variable_name"": ""Q1_count, Q1_sum""}], ""triggers"": ""#{account} is {source} AND #{trans_type} = {ATMWithdrawal}""}","{""result"": ""Q1_count >= 5 and Q1_sum >= 5000"", ""queries"": [{""variable_name"": ""Q1_count, Q1_sum"", ""sql_placeholder"": ""SELECT COUNT(t.amount) as Count, SUM(t.amount) as Sum \nFROM \n    cust_trans_info a\n    JOIN transactions t ON a.trans_id = t.id \nWHERE \n    (COALESCE(t.env, 0) = %(env_var)d AND COALESCE(a.env, 0) = %(env_var)d) AND\n    a.tenant_id = %(tenant_id)s AND\n    t.tenant_id = %(tenant_id)s AND\n    a.acct_id = %(acct_id)s AND (\n    a.trans_acct_type = 'Source' AND t.trans_type = 'ATMWithdrawal' AND\n    a.trans_date >= date_sub(day, 7, toDateTime(%(trans_date)s)) AND\n            a.trans_date <= toDateTime(%(trans_date)s) AND \n            t.trans_date >= date_sub(day, 7, toDateTime(%(trans_date)s)) AND \n            t.trans_date <= toDateTime(%(trans_date)s)\n);"", ""template_number"": 1}], ""triggers"": ""SELECT COUNT(*) \nFROM cust_trans_info a\n    JOIN transactions t \n    ON t.id = a.trans_id \nWHERE (COALESCE(t.env, 0) = %(env_var)d AND COALESCE(a.env, 0) = %(env_var)d) AND t.id = %(trans_id)s AND\na.tenant_id = %(tenant_id)s AND\nt.tenant_id = %(tenant_id)s AND\na.acct_id = %(acct_id)s AND\na.trans_date = %(trans_date)s AND (\n    a.trans_acct_type = 'Source' AND t.trans_type = 'ATMWithdrawal'\n);""}"
D0034,"{""result"": ""Q1_count >= 5 AND Q1_sum >= 5000"", ""queries"": [{""pseudo_query"": ""QUERY COUNT({amount}), SUM({amount})\nFROM DATA\nPAST 7 day FROM transaction date\nWHERE #{account} is {source} AND #{trans_type} = {ATMWithdrawal} AND #{addr_country} != {location}"", ""variable_name"": ""Q1_count, Q1_sum""}], ""triggers"": ""#{account} is {source} AND #{trans_type} = {ATMWithdrawal} AND #{addr_country} != {location}""}","{""result"": ""Q1_count >= 5 and Q1_sum >= 5000"", ""queries"": [{""variable_name"": ""Q1_count, Q1_sum"", ""sql_placeholder"": ""SELECT COUNT(t.amount) as Count, SUM(t.amount) as Sum \nFROM \n    cust_trans_info a\n    JOIN transactions t ON a.trans_id = t.id \nWHERE \n    (COALESCE(t.env, 0) = %(env_var)d AND COALESCE(a.env, 0) = %(env_var)d) AND\n    a.tenant_id = %(tenant_id)s AND\n    t.tenant_id = %(tenant_id)s AND\n    a.acct_id = %(acct_id)s AND (\n    a.trans_acct_type = 'Source' AND t.trans_type = 'ATMWithdrawal' AND a.addr_country != t.location AND\n    a.trans_date >= date_sub(day, 7, toDateTime(%(trans_date)s)) AND\n            a.trans_date <= toDateTime(%(trans_date)s) AND \n            t.trans_date >= date_sub(day, 7, toDateTime(%(trans_date)s)) AND \n            t.trans_date <= toDateTime(%(trans_date)s)\n);"", ""template_number"": 1}], ""triggers"": ""SELECT COUNT(*) \nFROM cust_trans_info a\n    JOIN transactions t \n    ON t.id = a.trans_id \nWHERE (COALESCE(t.env, 0) = %(env_var)d AND COALESCE(a.env, 0) = %(env_var)d) AND t.id = %(trans_id)s AND\na.tenant_id = %(tenant_id)s AND\nt.tenant_id = %(tenant_id)s AND\na.acct_id = %(acct_id)s AND\na.trans_date = %(trans_date)s AND (\n    a.trans_acct_type = 'Source' AND t.trans_type = 'ATMWithdrawal' AND a.addr_country != t.location\n);""}"
